"movieId","userId","rating","title","genres"
"1225","2",5,"Amadeus (1984)","Drama"
"2028","2",4,"Saving Private Ryan (1998)","Action|Drama|War"
"442","2",3,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
"265","2",4,"Like Water for Chocolate (Como agua para chocolate) (1992)","Drama|Fantasy|Romance"
"1408","2",3,"Last of the Mohicans, The (1992)","Action|Romance|War|Western"
"1084","2",3,"Bonnie and Clyde (1967)","Crime|Drama"
"3699","2",2,"Starman (1984)","Adventure|Drama|Romance|Sci-Fi"
"480","2",5,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"2067","2",5,"Doctor Zhivago (1965)","Drama|Romance|War"
"1265","2",3,"Groundhog Day (1993)","Comedy|Fantasy|Romance"
"1370","2",5,"Die Hard 2 (1990)","Action|Adventure|Thriller"
"1193","2",5,"One Flew Over the Cuckoo's Nest (1975)","Drama"
"1372","2",3,"Star Trek VI: The Undiscovered Country (1991)","Action|Mystery|Sci-Fi"
"2353","2",4,"Enemy of the State (1998)","Action|Thriller"
"2427","2",2,"Thin Red Line, The (1998)","Action|Drama|War"
"590","2",5,"Dances with Wolves (1990)","Adventure|Drama|Western"
"1196","2",5,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
"1552","2",3,"Con Air (1997)","Action|Adventure|Thriller"
"736","2",4,"Twister (1996)","Action|Adventure|Romance|Thriller"
"1198","2",4,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","Action|Adventure"
"593","2",5,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"2359","2",3,"Waking Ned Devine (a.k.a. Waking Ned) (1998)","Comedy"
"95","2",2,"Broken Arrow (1996)","Action|Adventure|Thriller"
"2717","2",3,"Ghostbusters II (1989)","Comedy|Fantasy|Sci-Fi"
"2571","2",4,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"1917","2",3,"Armageddon (1998)","Action|Romance|Sci-Fi|Thriller"
"2396","2",4,"Shakespeare in Love (1998)","Comedy|Drama|Romance"
"1953","2",4,"French Connection, The (1971)","Action|Crime|Thriller"
"1597","2",3,"Conspiracy Theory (1997)","Drama|Mystery|Romance|Thriller"
"3809","2",3,"What About Bob? (1991)","Comedy"
"1954","2",5,"Rocky (1976)","Drama"
"235","2",3,"Ed Wood (1994)","Comedy|Drama"
"1957","2",5,"Chariots of Fire (1981)","Drama"
"163","2",4,"Desperado (1995)","Action|Romance|Western"
"21","2",1,"Get Shorty (1995)","Comedy|Crime|Thriller"
"165","2",3,"Die Hard: With a Vengeance (1995)","Action|Crime|Thriller"
"2321","2",3,"Pleasantville (1998)","Comedy|Drama|Fantasy"
"1090","2",2,"Platoon (1986)","Drama|War"
"380","2",5,"True Lies (1994)","Action|Adventure|Comedy|Romance|Thriller"
"2501","2",5,"October Sky (1999)","Drama"
"349","2",4,"Clear and Present Danger (1994)","Action|Crime|Drama|Thriller"
"457","2",4,"Fugitive, The (1993)","Thriller"
"920","2",5,"Gone with the Wind (1939)","Drama|Romance|War"
"1527","2",4,"Fifth Element, The (1997)","Action|Adventure|Comedy|Sci-Fi"
"3418","2",4,"Thelma & Louise (1991)","Adventure|Crime|Drama"
"3095","2",4,"Grapes of Wrath, The (1940)","Drama"
"780","2",3,"Independence Day (a.k.a. ID4) (1996)","Action|Adventure|Sci-Fi|Thriller"
"2002","2",5,"Lethal Weapon 3 (1992)","Action|Comedy|Crime|Drama"
"1962","2",5,"Driving Miss Daisy (1989)","Drama"
"1784","2",5,"As Good as It Gets (1997)","Comedy|Drama|Romance"
"2006","2",3,"Mask of Zorro, The (1998)","Action|Comedy|Romance"
"318","2",5,"Shawshank Redemption, The (1994)","Crime|Drama"
"1207","2",4,"To Kill a Mockingbird (1962)","Drama"
"1968","2",2,"Breakfast Club, The (1985)","Comedy|Drama"
"1244","2",3,"Manhattan (1979)","Comedy|Drama|Romance"
"356","2",5,"Forrest Gump (1994)","Comedy|Drama|Romance|War"
"1246","2",5,"Dead Poets Society (1989)","Drama"
"3893","2",1,"Nurse Betty (2000)","Comedy|Crime|Drama|Romance|Thriller"
"1247","2",5,"Graduate, The (1967)","Comedy|Drama|Romance"
"3421","3",4,"Animal House (1978)","Comedy"
"1641","3",2,"Full Monty, The (1997)","Comedy|Drama"
"648","3",3,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"1394","3",4,"Raising Arizona (1987)","Comedy"
"3534","3",3,"28 Days (2000)","Drama"
"104","3",4,"Happy Gilmore (1996)","Comedy"
"1210","3",4,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
"3868","3",3,"Naked Gun: From the Files of Police Squad!, The (1988)","Action|Comedy|Crime|Romance"
"1079","3",5,"Fish Called Wanda, A (1988)","Comedy|Crime"
"2997","3",3,"Being John Malkovich (1999)","Comedy|Drama|Fantasy"
"1291","3",4,"Indiana Jones and the Last Crusade (1989)","Action|Adventure"
"1259","3",5,"Stand by Me (1986)","Adventure|Drama"
"653","3",4,"Dragonheart (1996)","Action|Adventure|Fantasy"
"2167","3",5,"Blade (1998)","Action|Horror|Thriller"
"1580","3",3,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi"
"260","3",5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"2858","3",4,"American Beauty (1999)","Comedy|Drama"
"3114","3",3,"Toy Story 2 (1999)","Adventure|Animation|Children|Comedy|Fantasy"
"1261","3",1,"Evil Dead II (Dead by Dawn) (1987)","Action|Comedy|Fantasy|Horror"
"552","3",4,"Three Musketeers, The (1993)","Action|Adventure|Comedy|Romance"
"480","3",4,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"1265","3",2,"Groundhog Day (1993)","Comedy|Fantasy|Romance"
"1266","3",5,"Unforgiven (1992)","Drama|Western"
"733","3",5,"Rock, The (1996)","Action|Adventure|Thriller"
"1196","3",4,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
"590","3",4,"Dances with Wolves (1990)","Adventure|Drama|Western"
"2355","3",5,"Bug's Life, A (1998)","Adventure|Animation|Children|Comedy"
"1197","3",5,"Princess Bride, The (1987)","Action|Adventure|Comedy|Fantasy|Romance"
"1198","3",5,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","Action|Adventure"
"1378","3",5,"Young Guns (1988)","Action|Comedy|Western"
"593","3",3,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"3552","3",5,"Caddyshack (1980)","Comedy"
"1304","3",5,"Butch Cassidy and the Sundance Kid (1969)","Action|Western"
"1270","3",3,"Back to the Future (1985)","Adventure|Comedy|Sci-Fi"
"2470","3",4,"Crocodile Dundee (1986)","Adventure|Comedy"
"2617","3",2,"Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller"
"1961","3",4,"Rain Man (1988)","Drama"
"3671","3",5,"Blazing Saddles (1974)","Comedy|Western"
"2006","3",4,"Mask of Zorro, The (1998)","Action|Comedy|Romance"
"2871","3",4,"Deliverance (1972)","Adventure|Drama|Thriller"
"2115","3",4,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure|Fantasy"
"1968","3",4,"Breakfast Club, The (1985)","Comedy|Drama"
"1136","3",5,"Monty Python and the Holy Grail (1975)","Adventure|Comedy|Fantasy"
"2081","3",4,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"1210","4",3,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
"2951","4",4,"Fistful of Dollars, A (Per un pugno di dollari) (1964)","Action|Western"
"1214","4",4,"Alien (1979)","Horror|Sci-Fi"
"1036","4",4,"Die Hard (1988)","Action|Crime|Thriller"
"260","4",5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"2028","4",5,"Saving Private Ryan (1998)","Action|Drama|War"
"480","4",4,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"1196","4",2,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
"1198","4",5,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","Action|Adventure"
"1954","4",5,"Rocky (1976)","Drama"
"1097","4",4,"E.T. the Extra-Terrestrial (1982)","Children|Drama|Sci-Fi"
"3418","4",4,"Thelma & Louise (1991)","Adventure|Crime|Drama"
"3702","4",4,"Mad Max (1979)","Action|Adventure|Sci-Fi"
"2366","4",4,"King Kong (1933)","Action|Adventure|Fantasy|Horror"
"1387","4",5,"Jaws (1975)","Action|Horror"
"3527","4",1,"Predator (1987)","Action|Sci-Fi|Thriller"
"1201","4",5,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Action|Adventure|Western"
"2692","4",5,"Run Lola Run (Lola rennt) (1998)","Action|Crime"
"2947","4",5,"Goldfinger (1964)","Action|Adventure|Thriller"
"1240","4",5,"Terminator, The (1984)","Action|Sci-Fi|Thriller"
"2987","5",4,"Who Framed Roger Rabbit? (1988)","Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery"
"2333","5",4,"Gods and Monsters (1998)","Drama"
"39","5",3,"Clueless (1995)","Comedy|Romance"
"288","5",2,"Natural Born Killers (1994)","Action|Crime|Thriller"
"2268","5",2,"Few Good Men, A (1992)","Crime|Drama|Thriller"
"1466","5",3,"Donnie Brasco (1997)","Crime|Drama"
"866","5",4,"Bound (1996)","Crime|Drama|Romance|Thriller"
"2916","5",1,"Total Recall (1990)","Action|Adventure|Sci-Fi|Thriller"
"2770","5",4,"Bowfinger (1999)","Comedy"
"3578","5",2,"Gladiator (2000)","Action|Adventure|Drama"
"1250","5",5,"Bridge on the River Kwai, The (1957)","Adventure|Drama|War"
"3793","5",2,"X-Men (2000)","Action|Adventure|Sci-Fi"
"509","5",4,"Piano, The (1993)","Drama|Romance"
"1610","5",4,"Hunt for Red October, The (1990)","Action|Adventure|Thriller"
"2058","5",1,"Negotiator, The (1998)","Action|Crime|Drama|Mystery|Thriller"
"2997","5",5,"Being John Malkovich (1999)","Comedy|Drama|Fantasy"
"47","5",3,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
"2700","5",4,"South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy|Musical"
"296","5",4,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"1617","5",3,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller"
"1909","5",3,"X-Files: Fight the Future, The (1998)","Action|Crime|Mystery|Sci-Fi|Thriller"
"150","5",2,"Apollo 13 (1995)","Adventure|Drama|IMAX"
"6","5",2,"Heat (1995)","Action|Crime|Thriller"
"3006","5",3,"Insider, The (1999)","Drama|Thriller"
"2858","5",4,"American Beauty (1999)","Comedy|Drama"
"800","5",2,"Lone Star (1996)","Drama|Mystery|Western"
"50","5",5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"733","5",1,"Rock, The (1996)","Action|Adventure|Thriller"
"3081","5",3,"Sleepy Hollow (1999)","Fantasy|Horror|Mystery|Romance"
"377","5",4,"Speed (1994)","Action|Romance|Thriller"
"2353","5",3,"Enemy of the State (1998)","Action|Thriller"
"2427","5",5,"Thin Red Line, The (1998)","Action|Drama|War"
"2428","5",3,"Faculty, The (1998)","Horror|Sci-Fi"
"2355","5",5,"Bug's Life, A (1998)","Adventure|Animation|Children|Comedy"
"1912","5",3,"Out of Sight (1998)","Comedy|Crime|Drama|Romance|Thriller"
"593","5",4,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"2359","5",3,"Waking Ned Devine (a.k.a. Waking Ned) (1998)","Comedy"
"2716","5",3,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi"
"1485","5",3,"Liar Liar (1997)","Comedy"
"2717","5",1,"Ghostbusters II (1989)","Comedy|Fantasy|Sci-Fi"
"2571","5",5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"2289","5",4,"Player, The (1992)","Comedy|Crime|Drama"
"1127","5",1,"Abyss, The (1989)","Action|Adventure|Sci-Fi|Thriller"
"1704","5",3,"Good Will Hunting (1997)","Drama|Romance"
"2291","5",5,"Edward Scissorhands (1990)","Drama|Fantasy|Romance"
"1635","5",4,"Ice Storm, The (1997)","Drama"
"2723","5",4,"Mystery Men (1999)","Action|Comedy|Fantasy"
"1921","5",4,"Pi (1998)","Drama|Sci-Fi|Thriller"
"1923","5",3,"There's Something About Mary (1998)","Comedy|Romance"
"2580","5",4,"Go (1999)","Comedy|Crime"
"3386","5",2,"JFK (1991)","Drama|Mystery|Thriller"
"968","5",3,"Night of the Living Dead (1968)","Horror|Sci-Fi|Thriller"
"3020","5",1,"Falling Down (1993)","Action|Drama"
"318","5",3,"Shawshank Redemption, The (1994)","Crime|Drama"
"608","5",4,"Fargo (1996)","Comedy|Crime|Drama|Thriller"
"3176","5",2,"Talented Mr. Ripley, The (1999)","Drama|Mystery|Thriller"
"2013","5",3,"Poseidon Adventure, The (1972)","Action|Adventure|Drama"
"3100","5",1,"River Runs Through It, A (1992)","Drama"
"1213","5",5,"Goodfellas (1990)","Crime|Drama"
"2599","5",5,"Election (1999)","Comedy"
"1500","5",3,"Grosse Pointe Blank (1997)","Comedy|Crime|Romance"
"3105","5",2,"Awakenings (1990)","Drama|Mystery"
"2959","5",4,"Fight Club (1999)","Action|Crime|Drama|Thriller"
"1721","5",1,"Titanic (1997)","Drama|Romance"
"1722","5",2,"Tomorrow Never Dies (1997)","Action|Adventure|Thriller"
"908","5",4,"North by Northwest (1959)","Action|Adventure|Mystery|Romance|Thriller"
"1580","5",4,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi"
"1653","5",2,"Gattaca (1997)","Drama|Sci-Fi|Thriller"
"2384","5",3,"Babe: Pig in the City (1998)","Adventure|Children|Drama"
"1729","5",4,"Jackie Brown (1997)","Crime|Drama|Thriller"
"3476","5",3,"Jacob's Ladder (1990)","Horror|Mystery"
"2890","5",4,"Three Kings (1999)","Action|Adventure|Comedy|Drama|War"
"3113","5",1,"End of Days (1999)","Action|Fantasy|Horror|Mystery|Thriller"
"2028","5",2,"Saving Private Ryan (1998)","Action|Drama|War"
"16","5",3,"Casino (1995)","Crime|Drama"
"265","5",3,"Like Water for Chocolate (Como agua para chocolate) (1992)","Drama|Fantasy|Romance"
"551","5",4,"Nightmare Before Christmas, The (1993)","Animation|Children|Fantasy|Musical"
"1513","5",4,"Romy and Michele's High School Reunion (1997)","Comedy"
"1517","5",4,"Austin Powers: International Man of Mystery (1997)","Action|Adventure|Comedy"
"1089","5",5,"Reservoir Dogs (1992)","Crime|Mystery|Thriller"
"913","5",5,"Maltese Falcon, The (1941)","Film-Noir|Mystery"
"3408","5",3,"Erin Brockovich (2000)","Drama"
"1732","5",5,"Big Lebowski, The (1998)","Comedy|Crime"
"919","5",4,"Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical"
"3624","5",3,"Shanghai Noon (2000)","Action|Adventure|Comedy|Western"
"2395","5",5,"Rushmore (1998)","Comedy|Drama"
"2683","5",3,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
"1885","5",4,"Opposite of Sex, The (1998)","Comedy|Drama|Romance"
"24","5",1,"Powder (1995)","Drama|Sci-Fi"
"1093","5",2,"Doors, The (1991)","Drama"
"1095","5",4,"Glengarry Glen Ross (1992)","Drama"
"1527","5",3,"Fifth Element, The (1997)","Action|Adventure|Comedy|Sci-Fi"
"3418","5",3,"Thelma & Louise (1991)","Adventure|Crime|Drama"
"497","5",3,"Much Ado About Nothing (1993)","Comedy|Romance"
"1747","5",2,"Wag the Dog (1997)","Comedy"
"2908","5",4,"Boys Don't Cry (1999)","Drama"
"2762","5",3,"Sixth Sense, The (1999)","Drama|Horror|Mystery"
"2692","5",4,"Run Lola Run (Lola rennt) (1998)","Action|Crime"
"3499","5",3,"Misery (1990)","Drama|Horror|Thriller"
"353","5",2,"Crow, The (1994)","Action|Crime|Fantasy|Thriller"
"32","5",4,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller"
"34","5",4,"Babe (1995)","Children|Drama"
"356","5",1,"Forrest Gump (1994)","Comedy|Drama|Romance|War"
"357","5",2,"Four Weddings and a Funeral (1994)","Comedy|Romance"
"36","5",3,"Dead Man Walking (1995)","Crime|Drama"
"2406","6",5,"Romancing the Stone (1984)","Action|Adventure|Comedy|Romance"
"1101","6",4,"Top Gun (1986)","Action|Romance"
"3717","6",4,"Gone in 60 Seconds (2000)","Action|Crime"
"1035","6",5,"Sound of Music, The (1965)","Musical|Romance"
"3578","6",4,"Gladiator (2000)","Action|Adventure|Drama"
"364","6",4,"Lion King, The (1994)","Adventure|Animation|Children|Drama|Musical|IMAX"
"3072","6",4,"Moonstruck (1987)","Comedy|Romance"
"368","6",4,"Maverick (1994)","Adventure|Comedy|Western"
"296","6",2,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"1188","6",4,"Strictly Ballroom (1992)","Comedy|Romance"
"588","6",4,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"1","6",4,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"2858","6",1,"American Beauty (1999)","Comedy|Drama"
"377","6",3,"Speed (1994)","Action|Romance|Thriller"
"590","6",3,"Dances with Wolves (1990)","Adventure|Drama|Western"
"595","6",4,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"597","6",5,"Pretty Woman (1990)","Comedy|Romance"
"3524","6",3,"Arthur (1981)","Comedy|Romance"
"1569","6",4,"My Best Friend's Wedding (1997)","Comedy|Romance"
"2006","6",4,"Mask of Zorro, The (1998)","Action|Comedy|Romance"
"2081","6",4,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"3534","6",4,"28 Days (2000)","Drama"
"1210","6",3,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
"3753","6",5,"Patriot, The (2000)","Action|Drama|War"
"3685","6",3,"Prizzi's Honor (1985)","Comedy|Drama|Romance"
"1296","6",3,"Room with a View, A (1986)","Drama|Romance"
"838","6",4,"Emma (1996)","Comedy|Drama|Romance"
"1947","6",5,"West Side Story (1961)","Drama|Musical|Romance"
"266","6",4,"Legends of the Fall (1994)","Drama|Romance|War|Western"
"17","6",4,"Sense and Sensibility (1995)","Drama|Romance"
"3699","6",4,"Starman (1984)","Adventure|Drama|Romance|Sci-Fi"
"1088","6",5,"Dirty Dancing (1987)","Drama|Musical|Romance"
"912","6",4,"Casablanca (1942)","Drama|Romance"
"914","6",5,"My Fair Lady (1964)","Comedy|Drama|Musical|Romance"
"3408","6",5,"Erin Brockovich (2000)","Drama"
"3624","6",4,"Shanghai Noon (2000)","Action|Adventure|Comedy|Western"
"2469","6",3,"Peggy Sue Got Married (1986)","Comedy|Drama"
"2396","6",4,"Shakespeare in Love (1998)","Comedy|Drama|Romance"
"2100","6",3,"Splash (1984)","Comedy|Fantasy|Romance"
"1959","6",3,"Out of Africa (1985)","Drama|Romance"
"2321","6",3,"Pleasantville (1998)","Comedy|Drama|Fantasy"
"1380","6",5,"Grease (1978)","Comedy|Musical|Romance"
"920","6",4,"Gone with the Wind (1939)","Drama|Romance|War"
"1674","6",4,"Witness (1985)","Drama|Romance|Thriller"
"1028","6",4,"Mary Poppins (1964)","Children|Comedy|Fantasy|Musical"
"34","6",4,"Babe (1995)","Children|Drama"
"648","7",4,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"2916","7",5,"Total Recall (1990)","Action|Adventure|Sci-Fi|Thriller"
"3578","7",3,"Gladiator (2000)","Action|Adventure|Drama"
"3793","7",3,"X-Men (2000)","Action|Adventure|Sci-Fi"
"1610","7",5,"Hunt for Red October, The (1990)","Action|Adventure|Thriller"
"589","7",5,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"6","7",4,"Heat (1995)","Action|Crime|Thriller"
"442","7",4,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
"733","7",5,"Rock, The (1996)","Action|Adventure|Thriller"
"377","7",3,"Speed (1994)","Action|Romance|Thriller"
"2353","7",5,"Enemy of the State (1998)","Action|Thriller"
"1196","7",5,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
"2571","7",5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"380","7",5,"True Lies (1994)","Action|Adventure|Comedy|Romance|Thriller"
"1997","7",5,"Exorcist, The (1973)","Horror|Mystery"
"1270","7",4,"Back to the Future (1985)","Adventure|Comedy|Sci-Fi"
"457","7",5,"Fugitive, The (1993)","Thriller"
"1573","7",4,"Face/Off (1997)","Action|Crime|Drama|Thriller"
"3753","7",4,"Patriot, The (2000)","Action|Drama|War"
"3107","7",3,"Backdraft (1991)","Action|Drama"
"474","7",5,"In the Line of Fire (1993)","Action|Thriller"
"1722","7",4,"Tomorrow Never Dies (1997)","Action|Adventure|Thriller"
"3256","7",5,"Patriot Games (1992)","Action|Thriller"
"1580","7",4,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi"
"110","7",5,"Braveheart (1995)","Action|Drama|War"
"1221","7",4,"Godfather: Part II, The (1974)","Crime|Drama"
"2028","7",5,"Saving Private Ryan (1998)","Action|Drama|War"
"480","7",4,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"349","7",5,"Clear and Present Danger (1994)","Action|Crime|Drama|Thriller"
"3418","7",3,"Thelma & Louise (1991)","Adventure|Crime|Drama"
"39","8",3,"Clueless (1995)","Comedy|Romance"
"2336","8",3,"Elizabeth (1998)","Drama"
"288","8",5,"Natural Born Killers (1994)","Action|Crime|Thriller"
"2268","8",3,"Few Good Men, A (1992)","Crime|Drama|Thriller"
"1466","8",4,"Donnie Brasco (1997)","Crime|Drama"
"1393","8",5,"Jerry Maguire (1996)","Drama|Romance"
"1682","8",4,"Truman Show, The (1998)","Comedy|Drama|Sci-Fi"
"2916","8",5,"Total Recall (1990)","Action|Adventure|Sci-Fi|Thriller"
"508","8",3,"Philadelphia (1993)","Drama"
