date,region,product,sales_amount,units_sold
2023-05-09,South,Product D,12985.447260544772,271
2023-05-09,East,Product A,12898.038187190188,198
2023-05-09,West,Product D,11674.716455059293,252
2023-05-10,North,Product A,12026.010492270321,71
2023-05-10,South,Product B,14830.275479720223,78
2023-05-10,East,Product B,12444.62813916259,144
2023-05-10,West,Product D,11224.424958563272,327
2023-05-11,North,Product D,16951.276211657045,52
2023-05-11,South,Product A,9543.984127319909,79
2023-05-11,East,Product D,14629.109478203682,278
2023-05-11,West,Product D,9912.947543437494,121
2023-05-12,North,Product A,11475.028310710743,437
2023-05-12,South,Product B,10589.935834295375,403
2023-05-12,East,Product D,9959.646912600521,351
2023-05-12,West,Product A,12193.322274405098,161
2023-05-13,North,Product B,15687.604354726194,283
2023-05-13,South,Product B,13011.662554605478,486
2023-05-13,East,Product C,8837.52707206241,272
2023-05-13,West,Product A,12476.715053644237,235
2023-05-14,North,Product D,7494.573278063451,443
2023-05-14,South,Product A,14589.866389498065,279
2023-05-14,East,Product A,12679.281215370258,251
2023-05-14,West,Product A,13499.51189228427,478
2023-05-15,North,Product D,11009.592240169242,270
2023-05-15,South,Product D,12304.855007736685,235
2023-05-15,East,Product B,18134.544889415214,73
2023-05-15,West,Product C,14709.11642421383,237
2023-05-16,North,Product B,15117.774444560528,260
2023-05-16,South,Product B,11423.35927882052,363
2023-05-16,East,Product D,14811.89470292507,68
2023-05-16,West,Product C,10970.991967307058,162
2023-05-17,North,Product D,11386.253604442194,162
2023-05-17,South,Product C,15275.073112351685,362
2023-05-17,East,Product A,13843.363968598607,247
2023-05-17,West,Product C,14885.229102462585,448
2023-05-18,North,Product C,13038.961567847979,408
2023-05-18,South,Product A,17471.073362478986,110
2023-05-18,East,Product B,16569.085097005143,247
2023-05-18,West,Product A,10944.631883017499,452
2023-05-19,North,Product C,8844.557363598167,118
2023-05-19,South,Product A,12934.712335524608,454
2023-05-19,East,Product B,5585.558737726414,139
2023-05-19,West,Product B,11948.778271267764,468
2023-05-20,North,Product B,13247.066701375326,346
2023-05-20,South,Product D,10659.053765471752,106
2023-05-20,East,Product D,15719.946726153306,262
2023-05-20,West,Product C,9738.713050002822,488
2023-05-21,North,Product D,13008.25212173083,449
2023-05-21,South,Product A,15332.378741450206,119
2023-05-21,East,Product D,10984.209347355918,156
2023-05-21,West,Product A,10339.591504705624,56
2023-05-22,North,Product D,11875.166037273124,297
2023-05-22,South,Product D,11713.065269617795,248
2023-05-22,East,Product D,12905.962794461513,433
2023-05-22,West,Product A,17106.679170759548,131
2023-05-23,North,Product A,11539.457049540239,354
2023-05-23,South,Product D,12895.147017838559,445
2023-05-23,East,Product B,11061.05048699352,166
2023-05-23,West,Product C,10144.903549173188,135
2023-05-24,North,Product A,18843.865929323827,110
2023-05-24,South,Product A,14315.02771485686,472
2023-05-24,East,Product B,16502.491682352542,247
2023-05-24,West,Product A,14563.938876301276,51
2023-05-25,North,Product B,12676.088167255677,147
2023-05-25,South,Product C,14615.347674740475,135
2023-05-25,East,Product B,12066.032831957484,493
2023-05-25,West,Product C,12528.766910117365,368
2023-05-26,North,Product A,10293.800265092268,69
2023-05-26,South,Product D,14632.149402107796,263
2023-05-26,East,Product B,12444.958389023508,460
2023-05-26,West,Product D,13863.639023890093,75
2023-05-27,North,Product D,18366.525835304725,303
2023-05-27,South,Product B,9373.318727495182,276
2023-05-27,East,Product A,11295.170808175317,428
2023-05-27,West,Product C,12673.188236682045,316
2023-05-28,North,Product D,9736.714453903032,346
2023-05-28,South,Product C,16533.39390764684,442
2023-05-28,East,Product D,12881.747297757154,259
2023-05-28,West,Product D,11292.019507312727,435
2023-05-29,North,Product C,12478.29596506586,332
2023-05-29,South,Product D,11357.927741409465,57
2023-05-29,East,Product C,14319.791722691267,150
2023-05-29,West,Product B,12427.4590907346,324
2023-05-30,North,Product B,13173.99723917666,424
2023-05-30,South,Product C,13325.102201253752,70
2023-05-30,East,Product D,13924.941265108095,151
2023-05-30,West,Product C,11345.147250843795,402
2023-05-31,North,Product C,9461.580876829568,238
2023-05-31,South,Product B,9222.95177203773,483
2023-05-31,East,Product A,11928.299069461584,444
2023-05-31,West,Product A,14240.990170875217,262
2023-06-01,North,Product D,12602.835804334602,335
2023-06-01,South,Product D,11866.055381540544,267
2023-06-01,East,Product D,12027.41907720093,83
